start_time,end_time,label,tempo_bpm
0.000000,4.725261,0,114.84
4.725261,23.707574,1,117.45
23.707574,99.578776,2,117.45
99.578776,107.787029,1,117.45
107.787029,269.281814,2,117.45
269.281814,275.957551,1,117.45
275.957551,283.132517,3,117.45
