index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
50,14.791111,0.174150,0.025650,4738.052,8535.223,3792.041,0.122131,388.615,0.0124,-256.278015,78.992279,-49.494530,55.766518,-29.194357,26.899803,-3.675458,-1.310998,-21.720781,3.526481,-13.833067,-1.034714,-3.994327,unpitched,bright,soft,short,5,2,1,2,3,4,5,6,7
51,14.965261,0.243810,0.031009,3518.003,7193.069,3553.828,0.079856,,0.0000,-248.217133,123.380882,-41.604660,60.251659,-23.362780,23.092400,-8.041924,2.615728,-15.275335,3.308026,-8.763302,0.137537,-18.354645,unpitched,bright,soft,medium,4,1,1,1,2,3,4,4,5
52,15.209070,0.278639,0.041560,3849.709,7288.559,3639.164,0.091309,86.804,0.0102,-239.055481,106.216736,-38.024990,75.930679,-8.588938,22.802237,5.018311,14.699357,3.371465,9.477105,-13.453203,7.687449,4.198083,unpitched,bright,soft,long,2,1,1,1,1,2,3,5,5
53,15.487710,0.243810,0.036962,2191.728,5419.516,3209.005,0.028431,,0.0000,-318.614777,148.446442,-20.216925,62.989098,-9.227038,18.114300,15.978992,11.899476,1.971043,3.834903,-4.611867,13.476174,5.803729,unpitched,dark,soft,medium,3,0,0,0,0,1,1,1,3
54,15.731519,0.232200,0.023077,1959.546,4418.408,3245.193,0.026390,,0.0000,-366.975739,161.971024,4.798220,43.460613,-17.863716,21.120474,4.048830,4.581687,-3.914207,-8.311552,-20.841642,5.703859,-11.482187,unpitched,dark,soft,short,3,0,0,0,2,1,1,3,3
55,15.963719,0.290249,0.040536,4427.494,7351.104,3629.031,0.119216,,0.0000,-271.945618,81.480133,-31.087812,96.621590,-0.364732,4.175618,19.041706,-1.452973,2.488548,-3.931103,-11.374009,4.558497,-2.144908,unpitched,bright,soft,long,3,1,1,1,2,3,4,4,5
56,16.253968,0.220590,0.021777,2472.971,5355.308,2956.200,0.061108,,0.0000,-375.429626,151.261536,-30.589746,81.261467,-0.104787,-13.812445,21.907833,8.614762,1.909716,5.577052,-19.786831,-3.287082,-3.863981,unpitched,dark,soft,short,3,0,0,0,0,1,1,3,3
57,16.474558,0.267029,0.043663,1606.621,2908.777,2772.147,0.020528,72.573,0.0518,-357.011810,169.642914,5.972561,62.995930,20.161795,-12.841222,3.342792,9.268451,-6.368696,19.389116,-6.147506,14.923050,6.753439,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
58,16.741587,0.243810,0.037604,892.379,1340.931,1849.117,0.010320,72.993,0.0483,-392.794067,230.902328,6.093312,40.382660,15.768136,-8.862936,10.982977,1.860474,-10.279381,6.802304,2.682988,6.417876,9.450013,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
59,16.985397,0.050000,0.051107,2975.281,5770.898,3845.034,0.033008,,0.0000,-258.409485,133.065826,5.202305,60.779400,-11.527950,-7.546380,16.424940,1.935184,-1.515823,-2.149762,-4.714537,3.981993,4.102270,unpitched,mid,medium,short,3,0,0,0,2,1,1,1,5
60,17.020227,0.243810,0.052333,3261.890,6797.641,3789.167,0.059237,72.993,0.0126,-259.202759,115.556175,-6.017937,94.006927,-2.529780,1.287970,18.867622,1.032874,7.681523,0.023871,-4.996456,5.557922,-1.762691,unpitched,mid,medium,medium,3,1,1,1,2,3,4,4,5
61,17.264036,0.255420,0.045086,1281.873,2184.216,2030.058,0.021060,73.416,0.0218,-349.998993,207.075027,-13.017174,49.994602,7.356747,-7.197123,21.112164,5.923084,7.441825,1.797259,-13.721848,-6.677078,5.483407,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
62,17.519456,0.243810,0.040559,1055.944,1877.304,1816.894,0.022883,73.416,0.0206,-381.661316,216.435974,2.541816,28.540947,21.580873,3.545569,15.812181,8.791116,5.575393,0.909727,-14.608929,-8.970501,4.120914,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
63,17.763265,0.255420,0.042551,745.181,1140.324,1395.656,0.016453,73.416,0.0995,-412.280304,252.525665,12.020439,-1.440942,24.120855,15.370367,13.843612,2.759042,-5.839657,-6.882477,-15.412133,-6.677352,0.998761,unpitched,dark,soft,medium,0,0,0,0,0,0,0,0,0
