start_time,end_time,label,tempo_bpm
0.000000,0.789478,0,
0.789478,97.094240,1,99.38
97.094240,106.811791,2,101.33
106.811791,162.528073,1,99.38
162.528073,183.112562,2,103.36
183.112562,187.245714,3,107.67
