index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster,transient_cluster
371,125.933424,0.278639,0.069015,4105.540,7669.266,3319.097,0.133945,,0.0000,-158.160828,117.501801,-75.693871,43.658672,-50.329784,4.051971,-17.244879,-1.948866,-1.160819,-6.537941,6.288132,8.690847,-4.158689,unpitched,bright,medium,long,4,4
372,126.212063,0.290249,0.091014,1595.076,2577.359,2376.446,0.032471,,0.0000,-336.884613,145.514801,35.116020,53.351585,12.458950,16.370428,8.100245,-1.643554,10.447412,-3.762891,8.776992,7.351830,-2.579678,unpitched,dark,medium,long,0,0
373,126.502313,0.150930,0.142051,2951.687,7645.825,3664.685,0.044085,,0.0000,-290.625153,114.808411,36.012432,105.166145,-25.104818,45.425991,19.592752,-14.751823,30.098820,-10.331095,10.069423,0.600613,-8.134582,unpitched,mid,loud,short,2,2
374,126.653243,0.359909,0.089560,1892.304,3141.156,2341.228,0.049469,,0.0000,-288.152557,148.857422,-5.106367,47.305359,6.630740,15.612823,13.997465,0.730232,10.730750,-7.352597,9.616627,4.771827,-0.731544,unpitched,dark,medium,long,0,0
375,127.013152,0.290249,0.068130,4092.446,7682.384,3404.420,0.130765,,0.0000,-164.835480,114.316376,-74.153496,40.531189,-49.934685,4.274492,-18.787498,-0.655887,-3.808799,-3.138641,4.721722,11.544264,-3.254650,unpitched,bright,medium,long,4,4
376,127.303401,0.139320,0.156952,1185.619,1598.426,2324.786,0.013860,,0.0000,-298.632111,170.683929,42.650528,46.579712,0.092173,20.624687,10.548288,3.936103,13.606706,-13.948937,8.087765,4.309012,-9.232800,unpitched,dark,loud,short,0,0
377,127.442721,0.050000,0.026047,1939.248,3496.992,3000.114,0.012207,,0.0000,-358.919830,159.981247,-12.222212,63.390125,1.747676,24.055475,-0.657089,-8.856702,9.517357,-5.371539,8.723586,3.855767,4.619920,unpitched,dark,soft,short,3,3
378,127.477551,0.104490,0.020830,3566.016,6240.322,3017.203,0.094824,,0.0000,-302.106323,129.873260,-68.336853,81.226570,0.154861,20.080341,2.610826,-13.182878,3.376301,-0.354429,7.431319,5.486356,11.991488,unpitched,bright,soft,short,3,3
379,127.582041,0.162540,0.139890,2589.626,7357.178,3463.278,0.042708,,0.0000,-291.969086,128.566727,45.513195,102.904495,-32.074734,35.710316,19.654781,-16.273506,24.271288,-18.753851,9.733035,12.170514,0.400557,unpitched,mid,loud,short,2,2
380,127.744580,0.359909,0.086843,1798.070,2896.889,2239.470,0.051773,,0.0000,-296.552612,151.857452,4.442388,52.910660,4.385130,8.979722,12.016118,1.073847,7.678053,-10.399644,8.736128,7.551309,2.128404,unpitched,dark,medium,long,0,0
381,128.104490,0.290249,0.066960,4178.564,7841.399,3468.529,0.129733,,0.0000,-163.423431,114.435173,-68.283981,47.798527,-43.826614,5.752496,-19.478487,-2.607046,-3.913936,-3.580010,4.780119,10.761486,-3.893515,unpitched,bright,medium,long,4,4
382,128.394739,0.267029,0.087014,1473.764,2594.751,2623.471,0.019633,,0.0000,-375.465820,125.343727,45.829147,60.519962,19.009848,18.927252,14.614406,6.135780,12.233800,-4.571222,6.007721,7.690569,1.870744,unpitched,dark,medium,medium,0,0
383,128.661769,0.162540,0.125279,2961.680,7545.234,3547.521,0.054915,,0.0000,-320.347351,106.893303,47.583302,111.093544,-27.361298,38.523232,21.615019,-12.791656,31.240595,-12.523238,2.186756,3.747339,-1.622998,unpitched,mid,loud,short,2,2
384,128.824308,0.371519,0.080768,1858.135,3158.203,2217.672,0.050041,,0.0000,-309.627441,143.594437,0.610713,57.473221,13.598600,15.271773,11.778031,-0.971988,11.847764,-1.176392,8.740864,-1.075271,-4.557860,unpitched,dark,medium,long,0,0
385,129.195828,0.290249,0.064581,4050.772,7576.375,3253.904,0.132474,,0.0000,-166.675385,119.715317,-77.599083,47.646683,-47.296589,8.543113,-17.203600,-2.759339,-2.512518,-4.019884,6.126510,6.393772,-7.991734,unpitched,bright,medium,long,4,4
386,129.486077,0.162540,0.137233,1055.401,1511.631,2264.628,0.011035,,0.0000,-335.396545,154.957657,51.223389,67.070747,14.832363,24.734598,9.509474,0.905112,15.802539,-8.706563,12.120935,2.423791,-13.188766,unpitched,dark,loud,short,2,0
387,129.648617,0.104490,0.018772,3355.829,5900.098,2917.861,0.097070,,0.0000,-315.717834,135.352112,-79.430496,73.042397,0.762470,14.527357,8.227858,-7.705195,14.455233,9.292918,13.282846,3.232180,0.857705,unpitched,mid,soft,short,3,3
388,129.753107,0.162540,0.142890,2607.780,7302.627,3406.219,0.043327,,0.0000,-288.926178,123.049568,38.578167,108.593864,-23.844185,36.967495,18.308508,-18.415401,26.880049,-12.804202,7.277976,3.112118,-7.744702,unpitched,mid,loud,short,2,2
389,129.915646,0.104490,0.052305,3723.716,6464.746,2701.357,0.124891,,0.0000,-232.579422,148.131409,-102.618912,81.511711,-29.132368,27.696825,4.264194,1.266398,9.293590,-10.052622,10.374866,0.675472,-2.032408,unpitched,bright,medium,short,3,3
390,130.020136,0.267029,0.101565,1160.812,1841.089,2168.303,0.017273,,0.0000,-337.204193,152.328491,32.423813,55.493988,17.348677,17.669489,13.096622,0.977591,12.371075,1.567403,10.533522,1.807541,-4.293984,unpitched,dark,loud,medium,0,0
391,130.287166,0.290249,0.066192,4020.651,7540.762,3250.615,0.128117,,0.0000,-165.465149,120.747452,-79.500336,46.342319,-47.770187,7.840221,-18.116137,-2.464942,-1.541364,-5.328575,7.702279,6.458234,-5.019931,unpitched,bright,medium,long,4,4
392,130.577415,0.185760,0.142477,1034.475,1518.724,2340.516,0.009967,,0.0000,-334.206818,154.380035,54.197369,55.323624,11.969505,27.781534,13.199796,1.175326,12.710619,-7.567727,12.608108,7.495602,-9.344652,unpitched,dark,loud,medium,0,0
393,130.763175,0.069660,0.025908,1389.645,3119.238,2877.778,0.010603,,0.0000,-438.130066,162.479385,9.596926,76.892235,12.699738,7.170414,28.171085,9.751658,-0.491977,9.441266,15.059258,1.395639,9.287010,unpitched,dark,soft,short,0,3
394,130.832834,0.162540,0.015425,6513.957,8934.741,2833.315,0.284389,,0.0000,-405.396515,54.916294,-35.611538,121.621117,-64.505165,46.120190,4.506643,-9.329034,16.089157,3.059196,17.428242,11.953446,7.693490,unpitched,bright,soft,short,5,6
395,130.995374,0.383129,0.089745,2056.339,3224.914,2214.382,0.066392,,0.0000,-297.852386,147.586121,-3.643991,47.043804,2.867380,11.579125,11.830211,-3.114460,7.556789,-5.763530,12.324760,6.818866,-0.079738,unpitched,mid,medium,long,0,0
396,131.378503,0.290249,0.091582,3406.626,6344.841,3224.889,0.099234,,0.0000,-185.865097,125.569107,-42.929985,54.793034,-39.707523,14.812748,-8.024893,-4.959207,6.984696,-6.744149,5.519684,8.297673,-3.139993,unpitched,bright,medium,long,4,4
397,131.668753,0.162540,0.146826,822.199,722.080,2159.653,0.007487,,0.0000,-340.892548,167.185974,66.779137,55.041115,8.005808,28.329756,7.080535,-1.825038,21.452051,-4.193293,8.312922,2.509870,-12.347985,unpitched,dark,loud,short,2,0
398,131.831293,0.092880,0.020885,2919.867,5254.102,2740.193,0.073622,,0.0000,-326.956055,145.762375,-77.480255,80.254639,13.270696,21.543261,15.790575,-5.385618,10.488415,4.447363,6.344576,-1.650400,-2.009660,unpitched,mid,soft,short,3,3
399,131.924172,0.185760,0.149753,2588.674,6736.093,3339.685,0.042969,,0.0000,-289.202759,123.921371,39.690372,99.531792,-25.138144,35.810104,20.503380,-15.872648,25.002588,-11.598045,6.168752,0.313668,-10.932447,unpitched,mid,loud,medium,2,2
400,132.109932,0.359909,0.098656,1638.875,2688.286,2117.401,0.044144,,0.0000,-302.713562,148.565369,3.942682,52.704811,12.123949,14.468353,16.892967,2.400600,5.481617,-6.004525,9.417258,2.819133,-0.738291,unpitched,dark,loud,long,0,0
401,132.469841,0.278639,0.068483,3759.976,6993.123,3078.541,0.119063,,0.0000,-170.716537,136.698090,-79.302826,56.458267,-47.536728,9.330585,-15.392055,-8.038558,-2.544317,-14.824192,4.463430,2.508727,-2.333761,unpitched,bright,medium,medium,4,4
402,132.748481,0.197370,0.035700,2797.456,4925.122,2608.589,0.086941,,0.0000,-254.696960,173.545837,-91.190491,54.261696,-2.334968,0.032894,-3.697463,-10.719585,1.748258,-26.131966,10.256336,-9.562819,-4.932157,unpitched,mid,soft,medium,1,1
403,132.945850,0.058050,0.229891,1446.805,2583.984,3094.837,0.007080,,0.0000,-227.828690,181.330200,48.102375,36.327736,17.802446,9.549442,6.818861,7.465576,1.031743,-0.353174,3.994648,2.023972,1.934441,unpitched,dark,loud,short,0,0
404,133.003900,0.197370,0.061879,4123.894,8066.577,3749.338,0.094889,,0.0000,-315.166504,94.562523,11.497773,103.722549,-25.113541,37.612839,17.946741,-8.477870,28.216560,-8.545978,15.947201,11.297680,4.821618,unpitched,bright,medium,medium,2,2
405,133.201270,0.359909,0.099161,1705.035,2786.531,2100.013,0.049271,,0.0000,-287.946960,159.897278,-3.518406,41.628277,7.608596,10.319709,12.650451,-0.661739,6.307169,-5.339956,7.803189,3.540422,2.482917,unpitched,dark,loud,long,0,0
406,133.561179,0.278639,0.067050,3850.087,7167.111,3094.130,0.126250,,0.0000,-170.922592,130.302933,-84.547058,48.392166,-52.635269,4.461033,-16.478725,-5.898270,1.709774,-10.515467,11.033276,5.177860,0.928499,unpitched,bright,medium,long,4,4
407,133.839819,0.197370,0.042703,2658.075,4928.711,2633.724,0.072971,,0.0000,-236.674774,181.464233,-85.857620,53.565598,-3.720160,-0.249515,-2.005451,-10.831631,2.571517,-24.695034,9.809800,-9.216825,-7.495176,unpitched,mid,soft,medium,1,1
408,134.037188,0.069660,0.233212,1287.120,2217.920,2824.490,0.007045,,0.0000,-231.405914,190.091568,43.599628,29.918758,19.069780,12.732429,10.764110,11.143921,5.336057,2.313222,2.712068,0.275365,1.488326,unpitched,dark,loud,short,0,0
409,134.106848,0.185760,0.054612,4187.149,8234.550,3780.776,0.101907,,0.0000,-304.831848,105.045425,7.877785,94.946259,-32.521606,37.053986,13.682450,-12.176245,27.486019,-11.643784,11.781455,10.778760,6.170591,unpitched,bright,medium,medium,2,2
410,134.292608,0.348299,0.102011,1780.630,2909.066,2170.749,0.052372,,0.0000,-279.989197,162.827637,-7.555570,42.209518,4.941426,11.736355,14.532698,-0.614666,6.824116,-6.354773,8.702328,4.026159,-0.257620,unpitched,dark,loud,long,0,0
411,134.640907,0.290249,0.070887,3833.352,7211.900,3249.273,0.122988,,0.0000,-165.589401,128.873032,-76.513039,45.448013,-48.987896,4.022708,-13.505377,-5.101270,0.383976,-7.734063,6.353113,6.909923,-3.374432,unpitched,bright,medium,long,4,4
412,134.931156,0.197370,0.047334,2366.714,4317.407,2522.207,0.065972,,0.0000,-233.097000,185.957703,-74.627266,52.958160,-1.171290,-4.289328,-5.584084,-12.865109,1.227352,-24.078178,7.703986,-9.273282,-9.029910,unpitched,mid,soft,medium,1,1
413,135.128526,0.069660,0.236730,823.620,1067.432,2071.147,0.007882,,0.0000,-269.485260,204.164276,46.719006,34.360371,27.116041,14.652829,9.634667,7.133522,2.742688,4.585923,6.904401,1.918684,-1.062534,unpitched,dark,loud,short,0,0
414,135.198186,0.185760,0.050726,4250.768,8306.750,3758.044,0.100184,,0.0000,-325.909729,95.424232,14.967139,107.022636,-30.486292,40.514099,16.539719,-11.731750,25.865931,-12.654926,13.267075,9.405463,2.628807,unpitched,bright,medium,medium,2,2
415,135.383946,0.348299,0.098007,1715.646,2827.101,2086.613,0.048986,,0.0000,-284.212982,163.518341,-6.794465,44.098446,6.755630,9.936597,12.194775,0.367825,7.181096,-7.148869,7.774224,2.184044,-1.282891,unpitched,dark,loud,long,0,0
416,135.732245,0.290249,0.068469,3938.694,7355.245,3312.133,0.121713,,0.0000,-168.170319,122.050537,-75.881195,42.683952,-48.730473,3.928017,-17.850948,-2.521008,-3.266428,-4.917655,4.095608,8.685690,-5.427511,unpitched,bright,medium,long,4,4
417,136.022494,0.185760,0.048608,2391.407,4372.586,2389.194,0.066528,,0.0000,-232.267517,189.779480,-86.594238,59.229591,-2.512150,3.339218,-3.719309,-10.730536,1.300507,-29.581940,9.263645,-11.884870,-8.090419,unpitched,mid,soft,medium,1,1
418,136.208254,0.267029,0.112345,2960.637,5590.558,2942.652,0.076416,,0.0000,-313.391022,134.081680,47.986141,79.266235,-17.675329,25.374472,15.453906,-12.550509,13.980287,-13.337475,6.509062,10.409283,1.796608,unpitched,mid,loud,medium,2,2
419,136.475283,0.359909,0.096385,1702.519,2792.587,2136.376,0.049423,,0.0000,-290.603546,161.141510,2.332928,48.407654,6.590909,5.280626,11.505144,-0.804239,1.717088,-9.629744,7.291095,7.074843,4.123393,unpitched,dark,medium,long,0,0
420,136.835193,0.278639,0.065956,3958.630,7306.646,3223.635,0.128379,,0.0000,-166.327576,125.364594,-75.258095,51.967499,-41.126427,7.686666,-14.842352,-7.669249,-4.945922,-10.192305,3.688412,7.672807,-7.154593,unpitched,bright,medium,long,4,4
421,137.113832,0.185760,0.043099,2402.140,4390.240,2283.549,0.064625,,0.0000,-256.749146,189.460907,-90.287895,63.299892,3.278159,-0.769240,-1.867899,-13.694545,2.911768,-25.327856,9.363660,-6.324440,-8.193539,unpitched,mid,soft,medium,1,1
422,137.299592,0.255420,0.105996,3074.870,5730.641,2945.727,0.066576,,0.0000,-348.397491,104.704300,42.717823,100.289955,5.411077,33.816551,17.957230,-8.578139,20.666714,-7.624380,3.180837,3.576844,0.087114,unpitched,mid,loud,medium,2,2
423,137.555011,0.359909,0.086555,1713.635,2727.988,2140.355,0.052689,,0.0000,-315.242310,148.214279,2.723251,58.630875,17.876705,13.413821,9.961549,-2.692394,6.827692,-3.051585,6.441439,-2.099380,-3.059815,unpitched,dark,medium,long,0,0
424,137.914921,0.290249,0.062625,3829.907,7214.451,3085.700,0.131723,,0.0000,-182.573792,134.345200,-83.788177,53.410599,-46.677998,5.227173,-11.682165,-11.809333,4.282499,-12.237247,10.485056,3.879426,-8.143638,unpitched,bright,medium,long,4,4
425,138.205170,0.185760,0.043425,2523.126,4559.972,2501.494,0.061236,,0.0000,-242.308884,184.998932,-86.178200,59.023022,-1.413238,-0.959308,-1.120048,-11.528845,6.805431,-21.175974,10.629036,-7.747128,-12.389929,unpitched,mid,soft,medium,1,1
426,138.390930,0.267029,0.105336,3199.101,5860.620,2987.114,0.075236,,0.0000,-324.750671,115.045166,30.727972,86.180908,-4.413087,32.815140,19.222658,-6.943423,20.961267,-6.772112,9.893992,8.209012,-0.502975,unpitched,mid,loud,medium,2,2
427,138.657959,0.348299,0.097497,1740.660,2801.400,2224.926,0.047710,,0.0000,-300.901398,145.447632,-0.245179,56.175426,18.172422,14.966672,11.633466,-0.887943,6.836840,-4.131474,9.927089,2.400212,-0.694015,unpitched,dark,loud,long,0,0
428,139.006259,0.278639,0.065374,3969.428,7433.262,3265.898,0.124844,,0.0000,-171.911774,124.721169,-77.487755,46.905273,-47.058594,5.755589,-14.760536,-5.608112,-0.011839,-7.862233,8.257986,6.808071,-5.679858,unpitched,bright,medium,medium,4,4
429,139.284898,0.197370,0.044475,2553.264,4535.906,2374.963,0.074994,,0.0000,-248.554108,181.593903,-94.857033,64.660072,3.276457,6.899768,0.996219,-12.621835,2.861884,-27.133621,12.530784,-6.933045,-8.915958,unpitched,mid,soft,medium,1,1
430,139.482268,0.069660,0.236113,723.375,833.643,1898.605,0.008161,,0.0000,-278.589783,200.152618,42.569580,42.669949,33.505344,13.066066,7.122040,5.807178,-2.263547,1.080912,12.049871,3.818864,-3.298125,unpitched,dark,loud,short,0,0
431,139.551927,0.197370,0.053719,4168.628,7962.500,3693.346,0.103136,,0.0000,-334.696991,92.194962,15.791698,110.765289,-24.184235,42.233025,19.483391,-13.389569,27.513422,-9.392132,14.070622,7.046404,1.538873,unpitched,bright,medium,medium,2,2
432,139.749297,0.092880,0.059760,3621.023,5799.609,2411.048,0.127441,,0.0000,-198.309525,144.273071,-123.207924,70.081108,-19.604164,11.783389,2.524542,-6.540484,0.733631,-14.728112,13.991236,0.544162,7.841478,unpitched,bright,medium,short,3,3
433,139.842177,0.267029,0.105530,1070.833,1734.320,2117.606,0.013265,,0.0000,-328.775574,163.979782,32.061569,44.158207,16.831663,15.504973,10.494258,-0.437792,4.346981,-3.138901,12.033463,9.621864,3.389822,unpitched,dark,loud,medium,0,0
434,140.109206,0.278639,0.063792,3996.444,7296.311,3103.038,0.137285,,0.0000,-172.057770,124.440582,-87.057922,50.359379,-45.462624,6.379266,-15.375875,-7.954100,-0.564874,-9.029915,8.107831,5.967947,-6.137674,unpitched,bright,medium,long,4,4
435,140.387846,0.162540,0.155263,882.690,1142.798,1851.866,0.011998,,0.0000,-309.161804,177.961380,39.918919,53.732567,15.548012,20.525467,5.526919,-1.316781,14.241420,-6.447727,10.138473,2.495327,-12.177619,unpitched,dark,loud,short,0,0
436,140.550385,0.104490,0.020030,3188.636,5857.031,3135.997,0.077686,,0.0000,-316.010803,139.575928,-67.194183,70.043442,10.005381,12.859265,12.361982,-3.253632,10.413889,6.250345,4.174704,-0.587175,0.690507,unpitched,mid,soft,short,3,3
437,140.654875,0.174150,0.144702,2521.802,6998.291,3449.785,0.038544,,0.0000,-289.277832,126.083023,37.433708,102.551186,-21.947960,39.919777,19.807125,-17.171194,26.304449,-12.499977,6.877496,1.725375,-8.988062,unpitched,mid,loud,medium,2,2
438,140.829025,0.371519,0.089232,1745.905,2935.041,2169.682,0.044212,,0.0000,-306.492889,147.217346,0.364703,51.836388,15.298070,15.403572,15.001931,-0.250250,5.197998,-5.722740,10.363611,5.126416,0.620985,unpitched,dark,medium,long,0,0
439,141.200544,0.278639,0.068221,3824.449,7062.029,3179.628,0.119160,,0.0000,-162.113754,134.619659,-79.330933,52.176353,-45.703197,4.035896,-14.340161,-9.065258,-0.477681,-12.496612,5.721416,4.003212,-6.606646,unpitched,bright,medium,medium,4,4
440,141.479184,0.185760,0.039710,2603.239,4510.573,2500.149,0.078441,,0.0000,-253.133911,177.612503,-85.672707,50.887119,3.245554,-7.333528,-6.281840,-14.681912,2.024786,-20.439634,12.269784,-5.295900,-9.329673,unpitched,mid,soft,medium,1,1
441,141.664943,0.267029,0.100164,3081.057,5755.919,2988.723,0.077509,,0.0000,-317.331512,121.981468,29.655136,83.900017,-9.151732,27.436560,16.823196,-7.281726,22.581972,-6.911716,8.100513,9.673243,3.057536,unpitched,mid,loud,medium,2,2
442,141.931973,0.348299,0.091763,1643.251,2675.674,2054.188,0.047033,,0.0000,-289.015625,158.339661,-8.517449,38.920944,11.997409,10.968122,14.386567,0.528787,5.368157,-4.265308,6.739377,4.015759,3.684644,unpitched,dark,medium,long,0,0
443,142.280272,0.290249,0.063589,3750.031,6996.635,2956.669,0.127930,,0.0000,-194.367752,142.533981,-99.209801,51.111210,-48.894119,-3.233591,-6.149082,-20.292067,14.224687,-21.209547,16.559908,6.908611,-0.552092,unpitched,bright,medium,long,4,4
444,142.570522,0.150930,0.136312,1070.876,1387.354,2211.936,0.016183,,0.0000,-326.977051,167.793442,43.821781,48.077515,12.811882,19.649960,6.124947,-0.273077,13.126877,-6.363580,8.672101,4.725362,-4.305066,unpitched,dark,loud,short,0,0
445,142.721451,0.127710,0.019272,3362.195,5961.108,3118.642,0.091227,,0.0000,-332.571411,133.228165,-66.075287,73.926323,5.228258,16.923737,16.080458,-8.095754,17.776279,4.087418,8.568735,5.390495,2.631250,unpitched,bright,soft,short,3,3
446,142.849161,0.162540,0.139207,2617.413,7378.711,3571.378,0.038900,,0.0000,-288.911926,125.135429,37.157707,100.263428,-24.276300,40.848904,20.261442,-13.952188,28.605980,-12.950682,9.751821,6.441498,-4.714122,unpitched,mid,loud,short,2,2
447,143.011701,0.371519,0.088556,1829.165,3135.365,2184.893,0.048473,,0.0000,-287.362885,158.736450,-6.622337,38.653721,8.389377,9.987309,14.679217,1.237789,7.241781,-3.971979,7.755968,5.671820,2.047045,unpitched,dark,medium,long,0,0
448,143.383220,0.278639,0.072190,3795.034,6969.867,3092.490,0.120488,,0.0000,-163.689743,138.052917,-92.738129,45.690243,-50.076195,-4.360828,-6.167180,-16.211000,11.015672,-17.270124,11.649386,4.362571,-6.582770,unpitched,bright,medium,long,4,4
449,143.661859,0.197370,0.042333,2467.167,4465.747,2639.037,0.067844,,0.0000,-247.416718,186.406113,-77.650261,53.705074,-0.939805,-4.499547,-3.174508,-16.867704,4.614347,-26.792114,9.663362,-7.211306,-12.080861,unpitched,mid,soft,medium,1,1
450,143.859229,0.255420,0.102701,3275.097,6071.427,3035.674,0.075556,,0.0000,-313.636414,118.552689,27.860048,83.390480,-10.138739,31.964314,18.094603,-7.266525,24.561754,-6.759077,8.729800,6.996083,-1.573603,unpitched,mid,loud,medium,2,2
451,144.114649,0.359909,0.087330,1764.078,2921.114,2142.111,0.048584,,0.0000,-288.869812,156.588409,-7.158128,43.482399,7.407193,9.638621,12.979475,-0.246229,6.717329,-6.487872,7.732391,4.317384,-0.223260,unpitched,dark,medium,long,0,0
452,144.474558,0.452789,0.101741,2851.451,5115.751,2703.736,0.089539,,0.0000,-214.426270,141.666962,-34.063019,44.256481,-27.366236,2.391686,5.295272,-15.291214,12.094233,-12.023402,11.651140,8.706437,-1.024302,unpitched,mid,loud,long,4,4
453,144.927347,0.104490,0.022702,3179.918,5956.084,2846.493,0.093701,,0.0000,-302.432434,150.226395,-71.880096,84.566322,-1.760695,10.197989,4.632145,-18.860252,8.231175,-7.529396,6.707776,2.081779,9.985974,unpitched,mid,soft,short,3,3
454,145.031837,0.162540,0.140933,2521.586,6943.740,3491.693,0.034863,,0.0000,-300.515289,127.461586,52.849365,104.667107,-29.366632,34.971672,17.653627,-16.457548,26.182169,-14.892197,8.365010,6.848108,-3.821285,unpitched,mid,loud,short,2,2
455,145.194376,0.359909,0.088377,1684.474,2770.381,2110.189,0.048050,,0.0000,-302.065979,153.213104,5.293988,50.961838,9.544714,6.345433,14.748549,3.351122,5.735579,-6.884399,7.124971,6.754394,2.717768,unpitched,dark,medium,long,0,0
456,145.554286,0.278639,0.070582,3716.305,6735.586,3083.305,0.115254,,0.0000,-172.049576,137.514633,-77.485725,55.020828,-40.940151,2.245531,-10.948764,-12.900578,2.230805,-13.183157,7.686203,5.854989,-7.917457,unpitched,bright,medium,medium,4,4
457,145.832925,0.197370,0.032570,2601.681,4517.188,2385.948,0.074246,,0.0000,-279.517944,185.066345,-95.066330,61.113132,4.703510,-10.215652,-9.023499,-17.192106,0.618864,-23.415068,10.775090,-7.053551,-8.881309,unpitched,mid,soft,medium,1,1
458,146.030295,0.081270,0.183060,1054.429,1760.339,2480.813,0.008179,,0.0000,-301.609344,185.882538,49.203167,45.287605,22.458504,11.836160,7.688857,7.808546,8.668148,-0.088702,2.062307,5.418523,4.088054,unpitched,dark,loud,short,0,0
459,146.111565,0.174150,0.039407,4565.856,8509.653,3856.857,0.107330,,0.0000,-353.761719,92.560524,7.780240,125.205734,-30.437809,43.664024,13.102233,-11.334686,32.020851,-10.479193,14.221189,5.325460,1.604450,unpitched,bright,soft,short,2,2
460,146.285714,0.359909,0.084634,1718.606,2743.465,2032.860,0.055298,,0.0000,-305.884827,152.463379,-0.091808,49.419594,13.707569,10.543756,9.103869,-2.422667,8.704253,-1.389421,8.134709,1.199987,-1.829215,unpitched,dark,medium,long,0,0
461,146.645624,0.290249,0.063470,3893.771,6946.114,3061.637,0.128193,,0.0000,-178.631836,130.754135,-86.701096,50.692669,-45.457867,1.083272,-12.494778,-12.419667,3.066768,-10.147491,7.017117,7.206817,-10.273543,unpitched,bright,medium,long,4,4
462,146.935873,0.139320,0.157840,963.402,1623.272,2078.016,0.008000,,0.0000,-320.467651,172.488373,53.204197,60.129532,18.823948,18.614132,6.045909,-2.095038,11.223922,-4.168360,10.871156,4.686140,-9.779275,unpitched,dark,loud,short,0,0
463,147.075193,0.127710,0.020488,3345.733,6054.419,3192.506,0.084635,,0.0000,-323.608185,131.628998,-61.300766,72.116226,5.807499,15.691564,9.532354,-6.198678,14.358265,6.263859,11.468040,2.689183,0.903764,unpitched,mid,soft,short,3,3
464,147.202902,0.174150,0.136992,2523.051,7095.190,3420.065,0.040070,,0.0000,-295.970459,122.451920,41.528320,103.067909,-20.803795,37.237137,16.288738,-17.793394,28.272207,-9.403024,9.026197,2.999551,-8.542545,unpitched,mid,loud,medium,2,2
465,147.377052,0.104490,0.051469,3535.623,5872.104,2479.247,0.117773,,0.0000,-217.100510,152.484650,-119.294754,72.263153,-24.586020,13.160767,6.649296,0.220952,5.867784,-8.411474,10.110339,0.006670,0.379733,unpitched,bright,medium,short,3,3
466,147.481542,0.243810,0.115366,886.849,1496.558,1900.017,0.009366,,0.0000,-336.543182,169.852875,39.030247,43.686062,23.326204,14.899405,11.849473,3.496902,6.514755,3.348635,8.963412,3.057399,-0.776757,unpitched,dark,loud,medium,0,0
467,147.725351,0.290249,0.064972,3912.339,7203.287,3237.185,0.123145,,0.0000,-174.115005,126.936081,-78.923958,46.423203,-46.467842,4.198833,-12.696398,-6.880322,0.691356,-6.854223,8.582977,8.868945,-6.489760,unpitched,bright,medium,long,4,4
468,148.015601,0.185760,0.042872,2419.284,4334.507,2265.070,0.071059,,0.0000,-256.061981,192.396515,-96.012405,57.640247,4.631271,-2.545862,4.850840,-12.574974,4.684923,-26.325144,10.464860,-6.785137,-8.668374,unpitched,mid,soft,medium,1,1
469,148.201361,0.069660,0.212732,742.963,954.639,1762.297,0.012939,,0.0000,-274.722931,210.345779,33.767025,31.008179,32.259594,12.645810,3.924035,2.589038,-4.631875,-2.539221,4.382805,-3.205889,-2.820234,unpitched,dark,loud,short,0,0
470,148.271020,0.197370,0.059746,3942.351,7822.534,3772.187,0.086670,,0.0000,-324.002136,102.262283,20.244484,104.449760,-28.198540,36.115730,15.894032,-13.013277,27.432631,-6.959787,15.338305,10.381566,3.534106,unpitched,bright,medium,medium,2,2
471,148.468390,0.092880,0.058491,3643.948,5852.246,2502.817,0.127279,,0.0000,-202.015900,143.880615,-114.935020,62.910358,-19.092701,4.590856,4.894234,-8.354979,2.802084,-11.507710,12.466631,1.333992,4.764439,unpitched,bright,medium,short,3,3
472,148.561270,0.255420,0.110194,1033.301,1672.100,2006.535,0.014903,,0.0000,-325.835205,172.078171,30.852940,41.993633,17.856493,12.892082,12.436090,3.939223,5.502316,-0.683426,9.156131,5.857244,1.400828,unpitched,dark,loud,medium,0,0
473,148.816689,0.290249,0.063725,4101.916,7598.736,3400.213,0.127667,,0.0000,-177.218658,115.367119,-73.867317,44.688358,-41.030907,2.122214,-13.466884,-6.352127,-1.449500,-6.789076,4.939031,9.650397,-5.713715,unpitched,bright,medium,long,4,4
474,149.106939,0.174150,0.138317,1099.043,1597.495,2160.948,0.016937,,0.0000,-322.596130,168.934509,42.096233,56.486252,15.301406,17.367239,6.354715,0.859994,13.142978,-3.582677,9.733466,1.549675,-9.882006,unpitched,dark,loud,medium,0,0
475,149.281088,0.092880,0.018734,3438.223,6026.904,3051.693,0.092014,,0.0000,-317.598816,127.248207,-77.766350,74.390732,10.307855,16.421774,12.726999,-3.502138,12.438392,7.282877,6.965391,-0.556869,-1.411969,unpitched,bright,soft,short,3,3
