start_time,end_time,label,tempo_bpm
0.000000,35.456871,0,132.51
35.456871,104.698776,1,82.03
104.698776,157.582222,2,109.96
157.582222,190.821587,0,109.96
190.821587,209.931610,3,105.47
209.931610,366.968163,2,109.96
366.968163,609.488980,1,114.84
