index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster
370,102.237460,0.243810,0.192190,834.671,1423.149,2086.752,0.011741,,0.0000,-416.676575,60.507504,29.471006,29.380304,26.141796,24.843092,21.457966,20.680466,19.773363,20.612547,19.222996,16.745707,12.497849,unpitched,dark,loud,medium,0
371,102.481270,0.301859,0.019681,6320.223,11326.465,4892.672,0.134567,,0.0000,-455.469696,47.380371,-32.059364,-4.358940,6.121054,30.975557,-5.492758,11.822395,6.397212,30.151291,11.314427,10.825831,-5.579014,unpitched,bright,medium,long,4
372,102.783129,0.220590,0.005523,7195.192,13034.048,5179.288,0.165869,,0.0000,-611.583130,22.165598,-25.170109,18.747034,-9.008783,26.783115,-10.825518,4.686855,9.578391,20.158648,10.516870,12.432668,-5.338797,unpitched,bright,soft,short,4
373,103.003719,0.301859,0.153632,1608.266,3404.639,2845.105,0.016493,,0.0000,-423.619019,54.763752,23.148685,25.747494,23.102209,21.432045,18.956028,19.823879,18.232058,18.853184,18.388418,15.673865,13.452249,unpitched,dark,loud,long,0
374,103.305578,0.232200,0.007099,8200.417,14309.326,5286.169,0.204683,,0.0000,-592.639771,2.072959,0.128633,30.970520,-7.752542,23.094793,-5.942128,7.066804,8.472380,24.054869,9.938095,18.180498,8.035089,unpitched,bright,soft,medium,4
375,103.537778,0.267029,0.015278,5395.259,11013.336,4904.098,0.118815,,0.0000,-543.637634,49.110668,-43.247574,0.407068,11.746357,29.629892,-10.099641,-1.367812,13.734220,22.312246,6.188154,6.450518,14.983977,unpitched,mid,soft,medium,4
376,103.804807,0.510839,0.006054,8336.931,14485.625,5295.534,0.288759,,0.0000,-615.189758,1.151702,-16.163679,16.429533,0.375096,25.218063,-16.528978,8.628856,6.284430,22.068945,6.337584,13.228648,8.578509,unpitched,bright,soft,long,4
377,104.315646,0.232200,0.206187,728.029,1037.695,2065.885,0.007603,,0.0000,-415.672760,59.876999,30.544979,31.033609,26.894581,25.768436,21.668684,20.556784,19.367277,19.329870,17.639889,17.016438,16.346189,unpitched,dark,loud,medium,0
378,104.547846,0.290249,0.016340,5253.092,11810.134,5454.903,0.086388,,0.0000,-512.569336,49.129768,-32.621796,-9.121502,17.208406,30.264484,-4.952551,13.900284,17.319483,25.380318,5.505906,7.661105,13.223511,unpitched,mid,soft,long,4
379,104.838095,0.243810,0.006002,7665.900,13801.804,5290.310,0.189475,,0.0000,-600.612000,7.919981,-26.392004,11.594007,-3.574972,30.396914,-6.148256,8.738997,10.857422,17.479019,9.808799,6.383137,6.374416,unpitched,bright,soft,medium,4
380,105.081905,0.267029,0.175176,2703.320,4646.686,3551.290,0.025187,,0.0000,-403.791779,44.971893,38.969830,31.501417,20.168867,27.711184,17.019728,21.453094,14.711441,16.994905,12.940315,15.828795,14.688065,unpitched,dark,loud,medium,0
381,105.348934,0.243810,0.006673,8130.712,14175.699,5372.116,0.193404,,0.0000,-617.325439,3.099025,-3.012383,30.844709,0.223805,24.432920,-13.290222,9.849231,4.930222,10.187533,8.754805,16.082989,18.145803,unpitched,bright,soft,medium,4
382,105.592744,0.278639,0.014222,4939.240,9729.562,4554.781,0.138926,,0.0000,-518.506470,64.521843,-58.320560,-11.644726,4.966804,21.757254,-9.690824,0.989886,-3.682039,11.622794,6.994863,11.299376,14.444943,unpitched,mid,soft,long,4
383,105.871383,0.127710,0.015515,9235.751,14947.632,5008.193,0.339478,,0.0000,-521.063171,-20.935453,-15.869124,18.738581,0.488543,31.301376,-16.334158,13.553749,-7.448409,13.825111,11.997346,17.290735,4.362471,unpitched,bright,soft,short,4
384,105.999093,0.139320,0.294357,1099.293,2135.100,2196.000,0.016414,,0.0000,-362.384766,90.323616,29.542294,32.829674,24.512791,25.107290,18.335987,18.074760,16.496229,16.237867,15.185671,15.135561,15.344355,unpitched,dark,loud,short,0
385,106.138413,0.116100,0.341963,1714.010,3705.669,2755.093,0.004705,,0.0000,-316.969238,78.170219,33.644783,42.019310,24.483135,37.638428,19.152040,23.229427,17.072723,17.646976,14.847437,16.331877,16.767553,unpitched,dark,loud,short,0
386,106.254512,0.127710,0.060425,2163.245,3976.465,3615.044,0.007039,,0.0000,-375.988281,94.199745,-25.477386,19.663195,23.998846,23.885099,12.288480,20.275064,11.840510,14.293476,14.894279,18.148287,10.526374,unpitched,dark,loud,short,0
387,106.382222,0.243810,0.197225,2383.318,3769.289,3171.034,0.012118,,0.0000,-397.639252,42.699474,33.911156,32.901535,21.048536,30.248943,18.489683,24.626942,16.518803,20.310921,17.084593,19.745277,16.482969,unpitched,dark,loud,medium,0
388,106.626032,0.278639,0.015095,3595.127,6931.107,3962.336,0.066133,,0.0000,-470.133423,91.253708,-72.111893,-10.782911,1.035174,17.219458,-6.340432,6.369828,1.838267,16.083237,10.138545,10.092362,3.508207,unpitched,mid,soft,long,4
389,106.904671,0.116100,0.013282,7306.860,12827.916,4757.477,0.186790,,0.0000,-512.094299,-9.903686,-48.040878,27.482494,-7.266753,22.781425,-16.208803,9.585177,1.653826,14.194840,20.622631,31.734564,0.039636,unpitched,bright,soft,short,4
390,107.020771,0.139320,0.025070,4604.970,9789.325,4708.334,0.083496,,0.0000,-433.059021,84.994682,-56.514851,-17.830921,-10.489785,14.071165,-4.578498,4.528456,3.585868,22.615643,9.912337,8.722278,-3.871109,unpitched,mid,medium,short,4
391,107.160091,0.278639,0.172771,1996.990,4291.998,3292.912,0.021641,,0.0000,-388.432159,60.829433,29.202547,17.260607,18.831907,23.654411,16.486311,22.159782,15.499789,18.515932,15.704944,16.099806,14.017862,unpitched,dark,loud,long,0
392,107.438730,0.220590,0.005794,7657.396,13617.598,5194.590,0.201025,,0.0000,-579.836304,7.421957,-28.894323,21.029270,-2.990657,26.974522,-0.058038,5.540098,-2.106492,22.222736,16.075609,16.432858,10.567743,unpitched,bright,soft,medium,4
393,107.659320,0.290249,0.018003,7194.248,12763.392,4895.626,0.255371,,0.0000,-471.132324,23.584267,-43.299015,-9.315085,-0.091161,25.346498,-9.961927,3.739768,-11.429455,19.915331,9.408668,13.615951,4.185728,unpitched,bright,medium,long,4
394,107.949569,0.499229,0.002995,7150.166,13359.884,5232.118,0.240922,,0.0000,-612.157654,20.304562,-38.323540,8.451344,2.529205,30.188490,-7.143194,1.968129,-7.021683,15.814513,15.489427,17.136955,1.428591,unpitched,bright,soft,long,4
395,108.448798,0.243810,0.197676,1398.050,3047.927,2880.000,0.013184,,0.0000,-404.401276,46.492748,36.389603,27.762978,22.539780,29.412004,18.042685,23.526623,17.112686,21.335176,16.368538,17.651482,14.681485,unpitched,dark,loud,medium,0
396,108.692608,0.290249,0.014833,4433.276,9121.796,4662.572,0.063063,,0.0000,-500.309631,76.579559,-38.248398,3.692898,2.213711,20.893921,-0.612608,12.743395,-0.790300,15.253895,12.815938,13.666727,7.156612,unpitched,mid,soft,long,4
397,108.982857,0.243810,0.010438,9996.494,15547.951,5016.047,0.309925,,0.0000,-546.750671,-25.684504,3.330351,15.732397,-10.829217,24.400616,-9.383567,16.591997,-1.843261,13.967770,6.375600,15.944322,4.231385,unpitched,bright,soft,medium,4
398,109.226667,0.267029,0.189680,1121.532,1994.513,2584.199,0.017354,,0.0000,-404.798431,84.120087,43.167629,34.383820,25.950430,21.654474,14.877376,13.098770,11.375762,12.777617,12.917409,13.695334,13.896939,unpitched,dark,loud,medium,0
399,109.493696,0.232200,0.005184,8694.346,14840.479,5457.558,0.256045,,0.0000,-602.146179,8.908063,-5.111926,21.443594,-4.176785,18.347231,-14.701078,12.139341,7.611499,19.429888,1.886878,0.131876,-4.234110,unpitched,bright,soft,medium,4
400,109.725896,0.278639,0.014667,6122.868,12640.852,5412.487,0.148379,,0.0000,-480.750000,64.977371,-29.998394,-11.210095,-4.183565,7.126769,-13.945004,14.481354,4.944871,11.207115,-4.145343,-6.227829,2.601047,unpitched,bright,soft,long,2
401,110.004535,0.406349,0.004081,7956.440,14094.080,5410.580,0.252631,,0.0000,-603.576416,25.587807,-14.239604,6.066937,-20.265137,7.309176,-18.957306,7.316021,4.045652,19.294285,1.055095,-0.615749,6.157097,unpitched,bright,soft,long,4
402,110.410884,0.104490,0.009373,8959.188,15264.888,5445.877,0.196484,,0.0000,-519.636780,9.827339,15.438696,21.648945,-15.477219,10.321562,-18.507156,28.768835,4.233311,22.942600,-2.038393,11.950501,-4.324198,unpitched,bright,soft,short,5
403,110.515374,0.243810,0.193588,877.179,1581.712,2145.872,0.009233,,0.0000,-407.557007,67.373299,28.827681,25.595461,21.825523,25.170197,23.674286,23.687885,21.493425,18.341467,14.672205,12.362524,12.940357,unpitched,dark,loud,medium,0
404,110.759184,0.267029,0.015773,4447.769,9600.220,4802.204,0.061991,,0.0000,-513.514221,75.479515,-37.054455,-0.400653,13.433121,24.799528,-7.232329,9.152465,5.130162,18.408781,10.391972,2.490953,1.391360,unpitched,mid,soft,medium,4
405,111.026213,0.267029,0.008029,7962.459,14178.717,5420.701,0.221741,,0.0000,-573.733887,26.858591,-5.342144,4.470500,-13.711661,20.473398,-19.532267,10.190303,-0.545336,19.372292,2.083544,7.520370,0.933776,unpitched,bright,soft,medium,4
406,111.293243,0.267029,0.178172,941.783,1708.301,2242.650,0.008504,,0.0000,-407.888397,66.236336,21.804756,23.710899,27.081726,25.584982,20.109240,19.225365,17.583254,18.160460,16.946697,15.460233,15.277577,unpitched,dark,loud,medium,0
407,111.560272,0.232200,0.013216,8685.187,14160.645,4910.378,0.238072,,0.0000,-520.263000,-5.443142,0.977380,35.335194,-9.394692,28.265985,-17.530766,16.918447,2.368025,19.813185,4.728782,22.839293,8.406618,unpitched,bright,soft,medium,4
408,111.792472,0.290249,0.016284,4391.239,8843.521,4443.087,0.092661,,0.0000,-505.590393,76.089630,-50.568008,4.377741,12.723877,10.682166,-16.664738,11.365417,8.559884,10.994149,6.641225,8.667072,10.666840,unpitched,mid,soft,long,4
409,112.082721,0.243810,0.004913,8796.751,14916.637,5425.693,0.324419,,0.0000,-616.299194,2.362014,-12.699392,11.344138,-9.798323,10.219181,-21.254974,14.946148,14.584207,11.688105,4.851793,11.525123,8.153368,unpitched,bright,soft,medium,4
410,112.326531,0.255420,0.005633,8518.052,14700.624,5409.447,0.273586,,0.0000,-575.785889,20.045856,-5.374515,2.614758,-16.716436,12.196046,-20.194725,11.895487,2.148841,15.352726,2.149708,8.780423,5.338624,unpitched,bright,soft,medium,4
411,112.581950,0.243810,0.195500,806.159,1443.703,2035.083,0.008367,,0.0000,-411.228302,61.680237,29.211939,28.449987,23.138641,24.099628,20.989454,22.047737,20.670612,19.147205,16.939589,15.340408,14.919328,unpitched,dark,loud,medium,0
412,112.825760,0.290249,0.018889,6401.360,12299.600,5306.381,0.114464,,0.0000,-452.623016,50.785393,-20.254690,-4.523848,0.735521,20.265413,-11.749157,12.262953,6.234147,15.754889,-2.936223,4.109700,7.962089,unpitched,bright,medium,long,4
413,113.116009,0.243810,0.004982,7634.285,13617.793,5418.083,0.129106,,0.0000,-621.594299,18.670683,-11.770356,18.577652,-3.074608,31.083405,-19.076057,12.091233,14.489554,17.317947,3.927598,5.601336,10.995712,unpitched,bright,soft,medium,4
414,113.359819,0.243810,0.193636,1112.692,2088.721,2374.510,0.008656,,0.0000,-386.315826,79.420174,22.672258,21.303703,21.691561,19.866777,18.049059,20.177275,18.308441,16.935244,14.848680,13.095633,12.858250,unpitched,dark,loud,medium,0
415,113.603628,0.267029,0.008929,8218.718,14707.178,5594.531,0.213399,,0.0000,-577.115173,21.729029,11.332658,18.124250,-8.239601,19.819244,-9.047474,8.173928,3.034330,15.313553,4.701061,12.578408,10.109597,unpitched,bright,soft,medium,4
416,113.870658,0.278639,0.015749,4687.371,9960.398,4853.596,0.082988,,0.0000,-532.926453,66.687653,-43.789482,-10.986333,4.372325,21.434093,-5.536419,5.804670,12.467206,14.784713,8.601301,15.357460,19.762093,unpitched,mid,soft,long,4
417,114.149297,0.116100,0.010520,9028.363,14695.432,5094.112,0.307173,,0.0000,-526.916260,-16.097807,-23.960949,18.525469,-7.074564,21.354317,-15.957947,4.952617,-3.349457,10.141330,4.262426,12.168280,3.300332,unpitched,bright,soft,short,4
418,114.265397,0.139320,0.291614,3023.037,5618.510,3460.892,0.066819,,0.0000,-329.237366,72.266197,41.520401,27.422960,16.535089,25.872393,11.154992,21.679155,11.799969,18.120319,10.946058,14.935782,13.196716,unpitched,mid,loud,short,0
419,114.404717,0.127710,0.325544,1372.565,2829.822,2412.507,0.004883,,0.0000,-345.813599,73.906273,42.756546,42.122761,22.084915,36.288876,23.745947,25.989382,19.108494,20.290462,15.295689,15.816981,16.167974,unpitched,dark,loud,short,0
420,114.532426,0.116100,0.055012,2161.732,4106.969,3457.125,0.011808,,0.0000,-371.300812,106.581535,-34.277065,17.038750,19.615643,22.650795,3.634126,15.821747,12.214953,17.409109,13.068640,18.604826,9.823499,unpitched,dark,loud,short,0
421,114.648526,0.243810,0.195463,846.198,1487.749,2216.175,0.004039,,0.0000,-408.635254,64.628288,29.184156,27.527172,24.487709,26.573584,22.839197,21.852476,20.217863,19.773712,17.996613,17.123821,16.346001,unpitched,dark,loud,medium,0
422,114.892336,0.406349,0.016251,5653.538,11144.629,4877.566,0.121772,,0.0000,-465.351013,58.009514,-41.754593,-7.326941,-4.494543,17.981766,-13.073183,12.852879,4.701941,13.571601,6.238962,6.611139,3.105017,unpitched,mid,soft,long,4
423,115.298685,0.127710,0.031812,3697.448,8022.913,4310.868,0.039347,,0.0000,-426.384552,93.664955,-51.051830,-4.171953,-2.266203,17.432163,-10.931820,-1.193074,-0.611482,22.166754,7.916208,9.008431,6.008191,unpitched,mid,medium,short,4
424,115.426395,0.278639,0.172575,2632.967,5131.793,3594.879,0.015469,,0.0000,-394.413116,47.925060,33.345200,30.601717,20.115379,26.547173,13.298491,22.447260,15.644939,17.714758,12.580793,15.951468,14.684029,unpitched,dark,loud,long,0
425,115.705034,0.232200,0.005579,7633.297,13715.625,5354.203,0.184198,,0.0000,-588.347717,20.321938,-10.917030,27.794704,1.180638,25.362944,-10.644337,4.779771,-1.028758,13.130867,9.577662,6.258132,5.059051,unpitched,bright,soft,medium,4
426,115.937234,0.278639,0.013943,4712.657,9399.674,4489.641,0.114219,,0.0000,-484.584076,76.884666,-57.110687,-11.793365,-1.315718,7.701373,-10.874775,3.045918,7.276671,16.980898,2.240857,-5.143670,-1.714445,unpitched,mid,soft,long,4
427,116.215873,0.476009,0.004915,6466.910,12130.371,4942.324,0.219680,,0.0000,-592.725586,38.225346,-35.920315,4.306782,2.611194,22.274506,-23.466625,-3.464040,2.155856,15.840227,2.906469,0.266840,1.072845,unpitched,bright,soft,long,4
428,116.691882,0.278639,0.172758,2763.992,4824.299,3495.985,0.024453,,0.0000,-401.724457,40.380047,30.110868,28.255926,20.263866,26.202253,14.747847,21.271965,15.600886,17.596519,14.258950,15.823976,14.200939,unpitched,dark,loud,long,0
429,116.970522,0.278639,0.015081,4246.440,9239.467,4689.991,0.058594,,0.0000,-526.071167,65.054192,-47.429150,2.884992,19.910542,29.900959,-7.080942,2.985112,8.488308,19.147171,9.866568,11.818459,7.867290,unpitched,mid,soft,long,4
430,117.249161,0.243810,0.006264,7166.107,12890.558,5019.015,0.172829,,0.0000,-597.060852,10.988448,-39.900707,21.439394,-0.031959,32.101917,-14.568811,4.395634,8.122066,19.760920,8.798493,16.035038,2.913548,unpitched,bright,soft,medium,4
431,117.492971,0.267029,0.238897,1628.006,3274.841,2723.390,0.027120,,0.0000,-374.934784,76.057777,37.254372,25.894297,21.417564,24.059477,11.663533,20.234346,13.701436,18.039770,15.513985,16.275101,13.839492,unpitched,dark,loud,medium,0
432,117.760000,0.243810,0.051542,1634.490,2115.148,2874.904,0.004661,,0.0000,-496.520142,95.706108,28.139681,41.450775,10.682072,33.383560,10.832536,14.388665,13.843105,14.615887,16.133577,15.186274,19.973289,unpitched,dark,loud,medium,0
433,118.003810,0.278639,0.028232,4165.372,8009.490,4485.346,0.046641,,0.0000,-432.104675,72.699020,-9.954838,14.395378,14.087163,29.909269,-5.748387,22.665241,14.093406,26.784523,7.693984,9.670887,6.838133,unpitched,mid,medium,long,4
434,118.282449,0.255420,0.006051,7055.770,12948.009,5209.942,0.150093,,0.0000,-598.834473,26.489508,-16.682442,22.563379,-4.730401,29.418055,-18.677706,16.288563,12.173279,22.980577,13.521657,7.119987,3.217489,unpitched,bright,soft,medium,4
435,118.537868,0.255420,0.001319,6523.466,12918.049,5693.040,0.124108,,0.0000,-630.663757,70.809242,-2.445757,-10.875321,-2.590740,19.623178,-13.283566,9.270106,4.874057,19.980684,9.541939,7.342106,4.790711,unpitched,bright,soft,medium,4
436,118.793288,0.232200,0.206525,1369.698,2781.885,2804.083,0.015951,,0.0000,-398.248688,49.849785,40.102051,27.573137,23.653381,28.462385,18.524458,24.539536,19.253153,21.655853,18.260258,17.775095,13.555364,unpitched,dark,loud,medium,0
437,119.025488,0.301859,0.016238,3480.218,6570.020,3926.675,0.057870,,0.0000,-469.235626,92.982033,-59.909756,-7.321732,8.782976,23.072653,-2.537564,13.805507,8.747613,22.382622,10.952567,6.385333,0.033335,unpitched,mid,soft,long,4
438,119.327347,0.232200,0.010874,8841.289,14946.094,5202.288,0.237677,,0.0000,-529.523315,-1.298501,-4.704442,9.990989,-8.526180,33.413555,-8.385943,12.967210,1.307921,31.364479,15.987066,9.370726,-3.563682,unpitched,bright,soft,medium,4
439,119.559546,0.278639,0.169731,1109.560,2340.229,2554.052,0.010781,,0.0000,-413.820190,63.137802,25.975275,23.469004,25.299746,27.291245,22.149132,19.116493,17.868763,18.297888,16.124294,14.642591,13.470472,unpitched,dark,loud,long,0
440,119.838186,0.232200,0.005498,7618.860,14003.760,5673.910,0.140625,,0.0000,-596.586914,26.936901,10.766693,32.138466,3.904102,31.266636,-12.427291,15.685833,1.072280,20.684744,18.790751,16.972450,5.450197,unpitched,bright,soft,medium,4
441,120.070385,0.278639,0.016092,5964.623,12714.064,5401.287,0.141738,,0.0000,-509.671631,46.773613,-37.542225,-12.100032,17.191933,36.497162,-12.224588,2.681758,8.375217,27.724478,9.143925,13.200962,9.325423,unpitched,bright,soft,long,4
442,120.349025,0.394739,0.004313,7207.685,13444.102,5402.869,0.201116,,0.0000,-620.305664,16.508963,-29.624533,13.208257,11.773370,37.482609,-13.428349,4.569868,7.264179,26.584465,20.277065,16.816055,7.114671,unpitched,bright,soft,long,4
443,120.743764,0.116100,0.009898,9066.201,15501.949,5474.518,0.190297,,0.0000,-522.443848,1.021532,25.284767,14.778516,-3.229720,17.054514,-15.992797,12.628615,-0.136369,19.928963,11.488330,20.874590,3.063764,unpitched,bright,soft,short,4
444,120.859864,0.255420,0.188112,644.258,861.328,1959.914,0.006008,,0.0000,-422.053711,56.024834,27.395924,28.361031,26.388460,25.954409,22.357929,21.098173,19.174934,19.125023,18.576143,18.114733,16.374674,unpitched,dark,loud,medium,0
445,121.115283,0.267029,0.014309,4858.023,10157.391,4869.160,0.072510,,0.0000,-522.144470,69.705177,-37.060059,6.611345,16.246334,23.829779,-4.953873,11.331843,8.299857,25.765013,9.399372,5.871296,0.968142,unpitched,mid,soft,medium,4
446,121.382313,0.243810,0.008632,7399.152,13727.417,5377.659,0.155895,,0.0000,-574.988708,10.669992,-23.343084,17.129305,10.729911,35.036560,-9.512290,10.801753,7.846302,24.144371,10.271373,10.989783,1.268645,unpitched,bright,soft,medium,4
447,121.626122,0.255420,0.182663,1032.134,1906.157,2311.605,0.011655,,0.0000,-415.315247,65.695160,33.059162,32.019501,26.283411,25.214308,19.835739,19.040838,16.339191,14.353351,13.959242,15.268083,16.682135,unpitched,dark,loud,medium,0
448,121.881542,0.267029,0.012023,8286.395,14272.028,5241.178,0.198669,,0.0000,-518.408203,-4.413465,4.325172,29.677298,1.657744,27.688599,-12.996591,14.528169,-0.507576,18.347672,5.975597,15.850177,11.700559,unpitched,bright,soft,medium,4
449,122.148571,0.278639,0.014246,5191.519,10733.010,4946.118,0.093418,,0.0000,-533.938904,63.546806,-35.379711,7.268054,12.122423,25.352150,-10.546309,8.898005,4.987530,15.590991,10.612921,11.814929,7.042638,unpitched,mid,soft,long,4
450,122.427211,0.127710,0.008696,7921.015,13960.693,5254.011,0.217285,,0.0000,-540.578003,23.469584,-10.656556,10.127591,-9.919717,28.768579,-7.984025,14.156651,2.651357,8.817477,8.918179,10.232409,0.629023,unpitched,bright,soft,short,4
451,122.554921,0.127710,0.319063,879.227,1482.202,2213.804,0.010295,,0.0000,-351.077850,98.103905,31.712484,34.960804,27.477968,26.677362,19.818251,19.663231,17.605522,16.803064,15.789608,16.652655,15.624875,unpitched,dark,loud,short,0
452,122.682630,0.104490,0.359976,2419.723,4857.891,3562.491,0.010791,,0.0000,-291.023590,70.287895,45.396343,39.830627,21.447945,40.686562,14.185614,24.639803,12.970416,18.095398,11.140741,17.909607,12.939069,unpitched,dark,loud,short,0
453,122.787120,0.127710,0.070280,2024.480,3631.934,3495.241,0.007080,,0.0000,-353.975830,98.368858,-23.372559,5.500480,13.266261,26.615175,15.420739,13.508999,7.385979,22.692736,17.595346,15.707317,10.162281,unpitched,dark,loud,short,0
454,122.914830,0.243810,0.196720,639.993,835.880,1929.297,0.006370,,0.0000,-416.097626,59.917137,29.723705,30.023787,25.751284,25.293800,21.773399,20.965374,19.843000,20.010618,19.394161,19.159555,17.666918,unpitched,dark,loud,medium,0
455,123.158639,0.417959,0.017046,6534.505,11352.072,4675.252,0.138830,,0.0000,-501.842865,24.980690,-29.688444,8.553239,0.470704,33.864281,-8.686494,10.532315,2.327449,25.250059,16.311304,19.479399,13.269317,unpitched,bright,soft,long,4
456,123.576599,0.127710,0.029662,4261.793,9087.012,4456.327,0.061930,,0.0000,-433.523041,83.055702,-56.600418,-0.093355,5.288549,17.701487,-11.990021,3.721929,3.521064,19.589239,9.437284,11.096252,1.558645,unpitched,mid,medium,short,4
457,123.704308,0.267029,0.179820,964.767,1833.911,2366.988,0.006592,,0.0000,-415.885040,62.340954,28.225965,25.793442,23.394281,24.026381,21.549337,20.275049,17.780588,18.284771,18.458155,19.337646,18.347822,unpitched,dark,loud,medium,0
458,123.971338,0.232200,0.007584,8448.971,14554.395,5412.608,0.217959,,0.0000,-592.088013,5.355141,-10.499185,12.649986,0.839841,32.651051,-16.502607,12.660564,8.648442,23.458170,8.622933,13.676974,12.453298,unpitched,bright,soft,medium,4
459,124.203537,0.278639,0.013745,5369.452,10764.018,4737.277,0.156855,,0.0000,-538.434937,53.149731,-56.115894,-3.221153,11.201093,20.647539,-10.765567,3.989361,6.550638,15.940546,5.019927,7.776512,12.961068,unpitched,mid,soft,long,4
460,124.482177,0.510839,0.006097,8586.622,14926.816,5490.374,0.256879,,0.0000,-612.923218,2.433812,-6.571183,14.341321,3.018838,21.169357,-11.925114,12.245100,4.582142,18.194645,6.355952,12.503597,7.940502,unpitched,bright,soft,long,4
461,124.993016,0.243810,0.197487,853.513,1498.515,2216.536,0.009322,,0.0000,-414.808136,59.178135,29.079865,29.008137,24.970819,24.150209,21.443495,20.620243,19.475683,19.879549,18.348860,17.214836,16.176918,unpitched,dark,loud,medium,0
462,125.236825,0.267029,0.016327,4926.879,11471.814,5425.184,0.052572,,0.0000,-499.746216,63.307232,-22.142204,-1.260851,16.096064,24.800751,-6.539837,8.091294,5.240404,21.547480,8.288959,9.982336,9.928061,unpitched,mid,soft,medium,4
463,125.503855,0.255420,0.006518,6969.941,12541.686,4908.702,0.153618,,0.0000,-595.136353,19.747288,-34.857307,24.676596,-1.362185,38.809387,-9.847184,3.375433,3.965360,20.044588,11.185164,7.823553,3.503886,unpitched,bright,soft,medium,4
464,125.759274,0.278639,0.188157,2571.276,5009.484,3645.796,0.022891,,0.0000,-376.384491,73.475410,39.573410,27.543528,20.147942,24.644217,10.793665,17.009993,12.694010,15.490579,10.760166,11.974463,9.928822,unpitched,dark,loud,long,0
465,126.037914,0.232200,0.005708,7952.096,13891.992,5168.379,0.251139,,0.0000,-596.338257,8.744576,-22.527088,24.652227,-10.173808,14.903396,-4.381732,15.387723,6.347305,18.509556,4.467890,-2.153186,0.994948,unpitched,bright,soft,medium,4
466,126.270113,0.290249,0.013627,5658.683,11441.585,5076.589,0.131085,,0.0000,-540.159546,57.196350,-45.006939,-8.809970,-1.986801,11.864903,-7.174492,9.470179,10.701707,17.827168,1.900047,0.636814,0.190481,unpitched,mid,soft,long,4
467,126.560363,0.499229,0.004696,7510.980,13885.980,5461.513,0.230569,,0.0000,-636.528076,27.898182,-9.935415,10.353530,-14.991512,13.758545,-11.685763,11.641336,11.468012,23.578302,-0.716052,1.862196,3.478933,unpitched,bright,soft,long,4
468,127.059592,0.243810,0.192379,2713.347,4957.531,3493.131,0.020397,,0.0000,-385.011353,50.297672,35.500790,26.882185,18.626513,29.642866,20.765045,26.853735,18.277672,16.602325,9.777465,10.105216,12.190678,unpitched,dark,loud,medium,0
469,127.303401,0.290249,0.015954,3910.387,8080.749,4485.771,0.057242,,0.0000,-498.663635,94.191910,-34.148563,-3.924030,3.881827,21.597116,-10.333759,7.682527,3.618328,13.541140,3.847828,11.233187,13.213698,unpitched,mid,soft,long,4
470,127.593651,0.243810,0.005193,7620.588,13426.931,5211.393,0.202570,,0.0000,-594.515442,39.941422,-4.038654,12.819172,-30.294159,25.560797,-19.187193,9.045540,2.642889,14.745260,5.446080,5.403569,4.925725,unpitched,bright,soft,medium,4
471,127.837460,0.267029,0.177681,1647.444,3643.597,3162.694,0.013997,,0.0000,-405.985107,50.200115,37.794968,25.806623,21.987097,26.403265,18.413521,25.322777,20.241617,20.341005,15.888051,15.750275,13.508372,unpitched,dark,loud,medium,0
472,128.104490,0.232200,0.007722,7285.896,13613.291,5729.016,0.126538,,0.0000,-591.146423,29.849173,13.151306,23.223866,-6.389153,23.908014,-12.717904,13.851811,10.832952,19.670578,16.660645,7.776891,8.788297,unpitched,bright,soft,medium,4
473,128.336689,0.278639,0.018365,7353.718,12847.570,5046.006,0.193438,,0.0000,-483.945465,32.862011,-15.818592,0.417438,-4.598286,24.165464,-6.623781,11.833466,-0.753664,16.004934,6.986579,14.362453,3.482630,unpitched,bright,medium,long,4
474,128.615329,0.510839,0.003500,7028.616,13195.068,5443.509,0.199913,,0.0000,-646.155457,41.840233,-15.233165,0.036134,-12.306413,25.559731,-7.049809,3.873741,5.027516,13.895225,11.298671,14.101373,6.118660,unpitched,bright,soft,long,4
475,129.126168,0.255420,0.188449,1397.232,3146.656,2702.477,0.014712,,0.0000,-406.914276,44.330868,35.679676,26.954733,21.557571,28.073217,17.019154,23.128031,16.564232,20.923098,16.241714,17.942999,15.267036,unpitched,dark,loud,medium,0
476,129.381587,0.267029,0.014662,4312.652,9366.046,4792.580,0.048442,,0.0000,-540.766785,66.762245,-37.530724,7.892702,12.230179,15.707671,-3.936020,13.313085,20.690783,20.105879,0.676236,3.850952,8.322480,unpitched,mid,soft,medium,4
477,129.648617,0.255420,0.011164,8732.860,14262.470,5014.678,0.241551,,0.0000,-536.784058,-2.403394,-8.762651,22.068365,-16.466700,31.315649,-12.425272,23.101072,7.816901,15.082124,-2.388399,9.220607,10.293607,unpitched,bright,soft,medium,4
478,129.904036,0.267029,0.180846,933.486,1647.290,2246.102,0.009399,,0.0000,-408.433380,65.481850,28.243631,25.344687,23.187235,25.425669,21.053982,20.507650,18.513300,16.716513,15.591756,15.677498,16.124594,unpitched,dark,loud,medium,0
