index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,timbre_cluster,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
63,35.677460,0.383129,0.271412,1066.345,2411.085,2405.566,0.007784,83.364,0.0145,-294.969086,182.514862,73.977562,35.506104,16.256065,33.668137,6.980927,13.606069,-1.999409,0.878495,3.651439,11.067848,10.593787,unpitched,dark,loud,medium,0,0,0,0,0,0,1,1,1
64,36.060590,0.684989,0.140765,3164.674,6698.979,3926.931,0.034001,86.304,0.0590,-175.051025,118.757210,-17.945026,38.935921,30.304430,30.471931,-2.396105,12.378176,2.435868,-0.768850,6.911974,10.928283,4.699700,unpitched,bright,soft,long,3,0,0,1,1,1,2,2,4
65,36.745578,0.127710,0.123826,1342.638,2277.136,2791.929,0.006917,82.407,0.0146,-308.888031,163.708908,9.683095,44.428284,37.557739,10.538680,10.063107,18.303335,2.750060,4.678181,17.241213,10.193015,13.992141,unpitched,dark,soft,short,3,0,0,0,0,0,0,0,0
66,36.873288,0.267029,0.240658,1367.560,2688.959,2893.370,0.009847,65.785,0.0100,-244.754028,158.974075,43.025455,51.232357,25.187353,29.002378,3.666657,24.176538,1.574912,6.472340,3.503437,2.813059,3.962389,unpitched,dark,loud,medium,1,0,0,0,0,0,1,1,1
67,37.140317,0.139320,0.126264,1494.742,3067.653,2969.815,0.006761,76.005,0.0104,-286.856384,169.889252,17.234461,43.266197,37.537617,11.283034,10.409509,17.029066,2.275071,0.921683,9.665910,2.680466,7.151676,unpitched,dark,soft,short,0,0,0,0,0,0,0,0,0
68,37.279637,0.278639,0.121696,2611.567,5360.045,3669.006,0.019512,87.813,0.0111,-257.499146,137.941589,30.375542,55.443398,20.126625,27.239910,-3.169792,26.519636,-4.593451,2.300500,3.718765,1.631227,1.105891,unpitched,bright,soft,medium,1,0,0,1,2,2,3,3,3
69,37.558277,0.127710,0.158541,898.380,1464.258,2445.499,0.005656,,0.0000,-334.603088,189.270996,68.158279,40.493568,25.227745,16.191002,16.799959,17.401962,9.847825,1.868040,0.967283,-2.871149,0.662963,unpitched,dark,soft,short,0,0,0,0,0,0,0,0,0
70,37.685986,0.394739,0.144660,3015.347,5796.123,3385.160,0.046205,147.685,0.0420,-142.370941,127.443581,-43.553528,55.874359,23.252281,17.716038,-4.906355,12.926144,-0.280999,-1.289612,7.446103,-1.153744,-2.205867,unpitched,bright,soft,long,2,0,0,1,1,1,2,2,2
71,38.080726,0.267029,0.200313,1487.091,3247.925,2943.436,0.012065,97.717,0.0234,-256.759613,172.713501,39.289867,39.886402,21.563036,29.646782,-7.433843,28.719751,1.085255,-1.579404,0.140407,4.948454,-1.544556,unpitched,dark,medium,medium,1,0,0,0,0,0,1,1,1
72,38.347755,0.139320,0.230831,2215.870,4952.637,3679.868,0.011963,99.712,0.0295,-199.284470,129.872086,17.870783,64.568703,26.283117,11.351864,1.239488,17.756445,7.115215,0.131878,11.739440,-14.824531,5.092283,unpitched,mid,medium,short,2,0,0,1,1,1,2,4,2
