start_time,end_time,label,tempo_bpm
0.000000,42.480907,0,132.51
42.480907,87.040000,1,132.51
87.040000,87.481179,0,
87.481179,137.880091,1,132.51
137.880091,169.366349,2,132.51
169.366349,173.894240,3,136.00
173.894240,182.613333,2,132.51
182.613333,184.389660,3,
184.389660,186.177596,2,
186.177596,187.988753,3,
187.988753,193.468662,1,126.05
