index,start_time,duration,energy,centroid_hz,rolloff_hz,bandwidth_hz,zcr,pitch_hz,pitch_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch_bucket,brightness_bucket,energy_bucket,duration_bucket,transient_cluster,transient_cluster_k2,transient_cluster_k3,transient_cluster_k4,transient_cluster_k5,transient_cluster_k6,transient_cluster_k7,transient_cluster_k8
42,44.721633,0.290249,0.254165,1487.136,2748.796,2546.838,0.009747,,0.0000,-273.244965,131.292404,0.322725,69.996872,16.708378,25.813560,25.542706,7.932895,24.967194,4.778567,14.557428,8.843629,5.693322,unpitched,dark,loud,medium,0,1,1,1,0,0,0,0
43,45.011882,0.441179,0.118777,4140.865,7741.463,3916.591,0.140587,,0.0000,-173.791733,93.856415,-26.070292,47.253422,-18.754971,6.238725,2.927137,-1.336514,12.773390,-4.154077,7.186970,-4.363297,2.813778,unpitched,bright,medium,long,5,1,1,3,4,4,5,5
44,45.453061,0.174150,0.067430,4461.263,8527.148,4296.495,0.096527,,0.0000,-167.209351,112.157623,-25.963638,30.920879,-20.710073,-6.224640,3.258709,-1.452993,20.791428,-13.668629,7.277361,-1.692400,5.276458,unpitched,bright,soft,medium,2,1,1,1,2,2,2,2
45,45.627211,0.139320,0.037583,7047.098,12439.566,5307.758,0.220966,,0.0000,-157.665359,49.235882,-16.826929,23.420471,-13.762666,2.540935,-3.197098,-8.385187,4.461476,-5.511925,-0.369343,-2.574210,-4.616159,unpitched,bright,soft,short,3,0,2,2,3,3,3,3
46,45.766531,0.208980,0.186775,2016.196,4398.755,3284.921,0.015272,,0.0000,-288.139496,110.380295,16.822948,82.555023,2.922079,28.979025,20.848831,7.553748,25.646011,-2.689080,13.959361,4.706573,6.907088,unpitched,mid,loud,medium,2,1,1,1,2,2,2,2
47,45.975510,0.058050,0.042238,5352.960,8401.538,3679.183,0.141602,,0.0000,-243.303391,57.324558,-34.139542,100.144447,-13.691804,9.444734,26.386971,-0.087778,27.395323,-6.505079,19.393673,1.077699,2.418603,unpitched,bright,soft,short,6,1,1,3,4,5,6,6
48,46.033560,0.476009,0.201151,1937.049,3252.539,2434.744,0.061535,,0.0000,-265.179840,142.516724,-0.898688,39.155602,7.856397,11.783565,14.817011,4.926001,15.811790,4.880057,10.086269,6.336221,3.553701,unpitched,mid,loud,long,4,1,1,3,4,5,4,4
49,46.509569,0.243810,0.201502,941.510,1448.597,2152.652,0.005127,,0.0000,-262.459106,188.486832,20.725971,20.145613,-0.012594,10.462314,20.891449,8.259247,10.878797,7.990745,10.682052,8.498465,6.116596,unpitched,dark,loud,medium,0,1,1,1,0,0,0,0
50,46.753379,0.050000,0.118197,1524.938,2609.824,3652.966,0.003125,,0.0000,-325.239899,130.534775,18.577057,45.201313,13.183496,17.298538,23.213928,7.610548,15.361094,6.896627,13.209834,11.917570,9.889467,unpitched,dark,medium,short,4,1,1,3,4,5,4,4
51,46.799819,0.313469,0.031404,5253.103,10185.205,5092.094,0.153917,,0.0000,-274.738892,92.017708,-20.831602,24.299417,-8.466165,18.385445,17.723568,-11.964638,35.377148,-2.057960,4.209914,-0.026068,2.864818,unpitched,bright,soft,long,0,1,1,1,0,0,0,0
52,47.113288,0.243810,0.066923,2764.507,5774.814,3762.872,0.039085,,0.0000,-281.744659,123.855583,-33.449375,43.858166,13.092770,13.673244,19.282713,-8.333302,25.795992,3.776901,16.866962,9.521852,6.368626,unpitched,mid,soft,medium,0,1,1,1,0,0,0,0
